ID,Class,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80
80,car_side,2,2,3,7,7,2,3,3,7,6,3,4,6,6,4,2,4,6,5,6,1,3,4,7,5,3,5,5,3,5,3,5,6,4,3,1,5,5,6,5,1,7,2,3,3,0,7,4,3,3,0,7,3,2,2,1,6,5,4,2,0,1,2,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1
81,emu,0,5,5,5,3,2,4,6,5,3,1,5,5,5,2,1,5,4,5,1,1,3,5,5,5,5,2,7,2,5,1,4,6,2,6,2,2,6,5,6,1,4,7,5,3,4,2,6,6,5,1,4,5,6,6,3,4,3,7,5,4,2,4,6,5,3,1,5,2,7,2,1,6,4,7,1,2,6,6,7
82,Faces,3,2,6,0,2,1,4,6,7,4,3,4,3,6,2,4,3,0,1,1,5,1,2,3,2,5,3,6,6,4,6,2,2,6,2,5,1,4,2,0,6,1,4,1,2,6,3,4,5,2,5,3,5,2,2,5,1,1,1,1,3,1,2,5,2,4,3,7,6,2,3,4,6,6,4,3,4,1,0,1
83,Motorbikes,5,1,3,3,3,5,2,4,5,5,4,3,3,6,5,3,2,3,3,4,4,2,3,3,3,2,4,4,7,5,4,2,5,6,6,4,3,4,3,2,3,3,3,2,4,3,4,4,6,6,3,4,5,6,6,5,3,1,5,2,1,3,5,6,3,1,5,4,4,6,2,4,4,6,5,2,2,3,3,4
84,watch,0,1,1,0,0,2,3,5,2,3,2,4,4,6,4,5,1,0,5,0,7,3,5,2,2,3,1,5,5,7,3,2,4,6,6,6,1,0,6,5,6,3,2,3,4,3,2,3,6,7,3,2,5,5,6,6,1,6,3,3,0,0,0,0,0,2,3,2,4,3,1,5,4,2,3,5,2,4,0,1
85,flamingo_head,2,2,5,4,7,1,5,6,2,5,3,4,6,6,4,5,3,3,4,5,3,3,5,6,6,2,3,7,3,5,4,2,6,7,3,4,2,7,2,4,3,3,7,6,4,4,1,7,7,5,2,1,6,6,6,5,2,5,6,5,3,4,5,3,6,2,2,4,5,7,1,2,4,3,7,4,2,3,6,6
86,brontosaurus,5,2,1,5,6,1,3,2,4,5,0,2,1,2,2,3,1,0,0,2,6,0,2,3,3,4,0,3,5,6,3,2,3,4,3,6,0,1,4,4,6,1,1,2,4,3,1,2,6,5,6,1,5,4,4,7,0,3,3,3,4,4,3,3,3,4,3,5,2,3,2,5,4,3,4,4,3,3,4,4
87,Motorbikes,1,1,0,3,1,3,1,3,3,3,1,3,2,1,3,1,2,0,1,2,3,2,3,4,1,1,3,7,6,6,4,2,5,6,6,3,2,3,3,4,2,1,5,3,3,2,3,5,6,6,4,3,6,5,5,3,2,2,4,4,1,2,1,3,1,0,4,1,3,3,0,6,1,2,1,1,3,3,0,2
88,kangaroo,2,3,6,4,7,2,3,4,6,7,3,2,5,5,7,1,2,7,4,7,2,3,7,6,6,3,2,3,6,7,3,3,6,7,6,1,3,5,6,7,3,3,5,5,7,4,1,5,6,7,2,3,5,3,4,3,2,2,4,6,2,2,5,5,7,3,2,6,4,7,3,1,6,6,7,1,3,6,6,7
89,accordion,0,0,0,0,2,1,2,5,2,6,2,0,2,7,7,0,0,0,7,6,2,1,2,4,7,0,1,2,7,7,1,0,1,7,7,2,1,2,7,5,2,0,6,4,7,2,0,4,7,7,1,0,1,4,7,0,1,4,4,7,2,0,1,7,6,2,2,7,3,7,2,1,6,4,7,0,0,1,0,1
90,Faces,3,5,3,3,4,1,4,5,2,5,1,3,2,6,6,5,1,4,2,1,6,2,5,5,5,4,2,5,4,3,4,2,6,6,5,4,4,2,5,3,1,7,2,4,3,7,1,4,5,3,6,2,6,4,2,6,2,5,3,3,3,2,4,3,7,4,3,2,7,4,5,4,7,2,3,3,2,1,3,5
91,Motorbikes,1,1,3,2,0,0,4,0,2,1,1,4,2,2,2,0,3,2,2,0,4,1,2,2,2,2,6,4,7,3,2,6,5,3,5,2,2,5,3,4,4,0,3,2,2,1,6,3,6,4,3,5,5,4,5,2,2,3,2,5,2,1,2,1,1,1,5,3,2,3,3,3,2,3,3,1,1,3,3,2
92,Leopards,4,4,4,4,6,3,3,4,4,7,3,3,5,3,7,3,3,4,5,4,5,2,4,5,6,4,1,6,5,6,3,3,3,7,6,4,1,3,6,4,5,1,3,3,5,3,3,3,5,7,3,1,5,5,7,4,4,4,5,6,3,2,2,5,6,3,6,2,3,5,0,6,3,4,6,3,5,4,3,6
93,schooner,1,0,2,2,3,1,1,1,0,2,1,2,3,1,3,1,0,1,1,2,0,1,2,1,3,1,2,1,5,3,2,3,4,4,3,0,0,0,2,2,3,2,3,2,4,0,2,1,1,3,0,4,2,2,5,1,2,2,6,5,1,6,5,3,3,2,6,2,4,4,0,6,6,1,5,1,6,4,4,6
94,dragonfly,0,0,0,0,0,2,1,2,3,3,1,0,2,2,2,1,0,0,1,2,1,0,0,0,1,4,1,4,4,5,3,4,3,4,6,0,2,0,0,1,0,6,1,3,2,2,4,6,6,6,1,4,5,4,3,0,0,0,1,1,0,1,2,1,2,0,0,4,1,2,0,3,0,0,2,0,4,1,2,2
95,watch,2,3,1,0,1,0,6,0,0,1,0,6,0,1,0,5,3,2,4,0,4,2,3,3,3,1,6,4,6,3,2,7,5,3,4,6,1,3,6,4,4,0,1,4,3,6,0,4,3,6,3,2,4,0,7,6,0,4,4,4,2,2,0,0,0,0,3,3,3,3,2,5,3,1,4,3,2,2,1,2
96,buddha,0,0,0,0,0,2,1,5,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,1,6,4,5,3,1,3,7,2,0,0,0,0,0,1,5,5,5,2,3,4,5,4,5,3,3,4,6,4,1,5,2,6,3,3,0,5,4,7,1,0,2,4,6,3,1,4,5,5,3,0,4,5,6
97,revolver,1,3,2,1,2,1,5,2,3,3,2,5,1,2,3,1,4,3,4,5,1,1,1,1,1,3,4,3,6,6,1,4,3,2,5,0,4,1,1,1,4,0,5,3,5,1,1,6,4,4,0,0,0,0,0,0,1,1,2,1,2,4,3,2,2,0,2,0,0,0,0,2,0,0,0,2,4,4,4,2
98,laptop,2,2,6,4,3,5,2,2,2,3,2,4,5,6,6,3,4,2,4,4,3,3,5,6,4,3,4,1,3,6,2,4,5,6,6,5,1,4,3,5,1,1,4,3,3,1,4,2,5,6,1,5,1,3,5,2,2,4,4,3,0,2,0,3,0,0,3,1,4,2,0,4,2,3,4,0,0,5,0,1
99,ferry,0,1,3,0,3,0,2,2,2,2,1,4,4,3,2,0,5,3,3,2,3,0,1,2,2,1,0,2,3,2,2,2,4,5,1,0,0,2,1,1,3,2,3,1,2,1,6,7,6,3,2,7,5,4,1,2,1,3,1,2,1,2,0,0,1,3,4,3,4,4,1,3,5,4,3,0,1,0,1,1
100,laptop,2,2,1,1,1,0,6,1,2,2,0,6,0,1,1,2,2,0,1,1,4,1,0,1,1,3,5,3,3,2,0,6,1,1,2,4,2,1,0,0,3,3,2,1,1,1,6,2,3,3,0,6,1,1,2,3,2,1,0,1,2,3,2,1,2,0,5,2,2,2,0,5,1,3,2,2,4,0,2,2
101,airplanes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,1,6,3,2,2,0,7,1,3,3,0,7,2,1,3,2,4,0,2,2,0,6,1,0,1,0,6,1,3,1,1,6,1,1,1,2,4,1,1,1
102,lamp,0,0,0,0,0,5,0,2,2,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,0,2,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,4,3,1,4,6,4
103,airplanes,1,1,0,0,0,0,2,1,1,1,0,1,2,1,1,3,3,3,6,5,2,3,1,4,3,1,5,6,4,4,2,5,6,3,3,5,4,4,4,4,2,3,4,1,0,3,6,4,2,3,2,5,5,4,5,4,4,3,6,4,1,3,3,5,3,1,4,5,4,7,1,5,5,5,5,3,4,5,3,5
104,butterfly,1,0,2,1,1,0,1,0,1,1,3,1,3,0,1,0,2,2,1,2,3,2,0,2,2,3,1,3,5,3,5,0,4,3,3,3,1,2,3,2,4,1,2,0,1,4,1,4,4,2,3,0,3,5,3,4,1,3,3,2,1,2,1,3,2,2,4,3,4,2,1,3,3,3,1,2,0,3,0,1
105,Motorbikes,4,5,4,4,3,5,4,5,5,1,0,5,0,4,1,1,5,2,3,1,4,5,5,4,4,4,5,4,4,2,3,3,2,5,5,1,5,1,1,2,4,2,5,3,5,1,5,5,5,6,4,3,6,6,5,4,2,2,4,5,0,2,0,2,2,0,5,1,3,2,0,5,1,3,3,1,5,2,4,4
106,grand_piano,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,0,0,1,0,0,0,0,0,0,0,1,2,3,3,3,1,5,6,4,5,1,0,0,1,0,0,0,0,0,0,1,2,0,7,5,3,3,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0
107,Faces,0,2,0,0,1,0,4,6,2,3,3,4,4,4,3,0,2,0,1,0,6,5,2,3,2,3,5,7,2,2,4,4,2,7,3,4,0,0,0,0,2,3,1,2,0,5,3,5,7,2,5,2,7,5,2,4,2,5,7,3,2,3,4,3,3,4,1,4,6,4,1,3,7,5,3,2,4,4,4,6
108,pizza,4,4,3,5,3,1,5,3,2,3,1,4,3,4,4,5,4,3,1,2,4,2,6,3,6,2,4,6,3,7,2,3,6,7,6,3,3,6,6,6,4,2,3,7,5,1,2,5,7,6,3,4,4,6,6,3,3,6,5,6,1,4,2,7,4,2,5,3,6,4,2,4,4,4,4,1,5,4,5,4
109,nautilus,0,0,5,0,0,0,5,7,0,1,0,6,0,5,0,0,0,0,7,0,4,0,7,0,2,2,1,6,4,3,2,4,4,7,3,6,1,1,7,2,6,0,1,3,1,1,1,2,7,3,0,5,1,1,0,2,0,7,0,0,1,0,0,7,1,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0
110,hawksbill,0,0,0,0,0,0,0,3,0,2,0,1,1,1,2,0,0,0,1,0,0,0,1,1,2,1,2,2,3,4,4,2,6,5,6,1,1,1,2,1,1,1,3,3,3,4,2,6,6,6,4,3,6,6,4,1,1,3,2,3,2,1,2,1,4,0,3,4,3,3,0,1,2,0,1,0,1,4,1,3
111,kangaroo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,5,5,3,0,0,0,0,0,0,0,3,0,1,1,1,7,2,3,3,1,5,5,4,0,0,0,0,0,3,1,4,3,4,2,2,6,7,5,3,1,2,4,3,1,3,4,1,5,0,3,4,0,2,2,4,2,5,4,0,3,2,2,2
112,stapler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,0,4,2,1,0,0,6,2,0,0,1,4,1,0,1,1,3,1,3,1,1,7,2,0,2,2,5,2,4,4,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,rooster,4,2,6,3,7,3,3,3,7,5,4,2,5,6,6,5,2,5,3,6,5,0,5,4,6,2,4,5,6,3,2,2,5,6,7,5,1,5,4,6,7,0,5,4,4,4,2,3,6,6,2,2,3,6,6,3,3,6,2,5,4,3,5,4,3,1,4,6,4,6,4,3,4,6,6,0,7,1,1,4
114,mandolin,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,4,3,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,3,3,0,4,1,5,4,2,1,1,3,2
115,kangaroo,2,5,3,5,1,1,4,5,6,2,1,5,3,5,1,1,2,5,6,3,2,3,5,7,4,3,2,6,4,5,4,3,6,3,5,4,3,6,7,3,4,2,5,5,7,6,2,6,6,4,4,2,6,5,6,4,1,5,3,7,4,3,4,4,6,4,2,7,3,6,5,0,3,5,7,3,2,6,7,6
116,water_lilly,0,1,0,0,0,0,2,0,3,5,3,1,6,5,7,1,3,4,3,6,1,3,2,2,5,0,4,3,3,6,3,4,4,6,4,0,5,2,3,4,1,4,3,2,5,0,6,2,2,3,0,4,3,3,5,0,6,3,3,4,0,0,0,0,1,0,3,1,1,1,0,4,1,1,1,0,4,1,1,2
117,Motorbikes,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,2,2,1,2,3,4,3,6,3,1,0,0,0,0,3,0,1,2,2,1,4,4,5,7,3,2,5,6,7,3,1,1,2,2,1,2,0,1,2,1,5,3,0,2,1,5,1,2,2,1,3,1,0,1
118,BACKGROUND_Google,0,2,3,0,1,0,4,0,3,2,0,5,0,0,0,0,3,0,0,1,4,4,5,3,4,5,3,5,5,4,2,7,2,1,3,2,7,1,1,2,1,3,4,5,4,5,2,5,2,2,4,4,2,0,2,2,2,1,2,2,0,4,2,1,2,7,2,0,2,2,7,2,2,1,0,0,5,0,4,2
119,bonsai,5,1,0,1,2,3,1,3,5,4,0,5,3,5,3,0,4,1,3,3,4,1,3,6,4,1,4,4,2,4,2,4,5,6,5,2,5,2,3,2,6,4,3,3,1,2,3,5,6,5,0,4,3,7,6,1,5,5,7,4,1,5,2,4,5,2,6,2,4,3,1,6,1,2,5,4,4,5,5,5
120,BACKGROUND_Google,4,3,4,4,6,4,3,4,6,6,4,3,4,6,5,6,2,3,6,5,2,2,5,4,7,3,3,6,5,6,2,4,5,5,7,6,1,4,5,4,1,3,4,4,4,2,3,5,3,6,3,3,6,4,6,6,2,4,5,4,1,4,1,3,2,1,5,3,3,3,1,6,2,3,2,6,4,3,2,2
121,octopus,0,0,0,0,0,3,3,5,6,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,4,0,0,1,0,1,0,0,0,0,0,0,2,3,1,1,4,2,7,5,6,0,3,1,5,3,0,3,0,1,2,1,4,1,4,3,2,3,4,6,6,0,4,1,4,5,1,5,6,6,4
122,anchor,6,1,2,3,2,1,1,0,1,1,4,1,0,2,2,2,3,3,6,3,6,1,5,4,3,1,4,0,1,2,4,3,3,2,2,2,2,6,3,4,1,5,4,6,5,1,4,4,5,6,0,5,6,3,5,4,5,4,4,5,2,4,6,5,6,1,4,7,3,6,2,5,5,6,5,2,5,4,4,5
123,airplanes,2,1,2,1,2,2,1,0,0,2,0,2,2,2,1,2,0,3,0,1,2,5,3,4,4,1,7,3,5,3,2,6,5,4,4,5,5,3,0,2,2,5,3,4,5,2,7,2,2,1,0,7,2,0,1,2,7,0,0,2,2,6,0,1,1,0,7,3,2,2,0,7,2,1,2,2,6,1,1,2
124,wild_cat,4,2,3,4,5,5,2,3,4,4,4,0,1,2,4,1,0,1,1,3,4,3,4,5,6,3,3,5,6,7,3,3,4,4,7,4,2,3,2,3,1,4,4,5,7,4,3,5,5,6,4,3,5,5,6,5,3,4,6,6,3,3,5,4,7,4,4,4,6,5,3,5,3,5,6,3,5,4,5,5
125,Motorbikes,2,2,3,2,2,0,3,3,3,1,2,4,2,1,2,3,4,1,5,2,2,2,3,3,2,0,5,2,6,4,2,5,5,3,5,3,3,4,3,2,4,0,1,1,2,3,2,4,7,7,3,2,7,3,5,3,2,3,4,3,1,3,2,1,1,0,6,1,0,1,0,6,0,2,1,0,5,1,1,1
126,dolphin,3,0,0,1,1,4,0,0,1,2,4,0,0,2,0,6,1,3,4,3,4,0,0,1,1,3,2,6,2,3,3,1,2,3,3,6,1,3,1,3,6,0,3,3,3,1,2,6,2,3,3,1,0,4,3,4,1,6,6,5,3,0,1,1,2,5,0,2,2,1,4,0,4,2,3,6,2,3,7,3
127,gramophone,4,4,6,7,1,5,1,5,1,5,1,4,5,6,5,6,0,3,6,4,3,5,6,3,2,7,0,5,2,4,5,3,5,5,5,7,0,2,6,2,2,5,3,1,1,3,1,0,5,6,2,5,1,1,7,5,3,4,2,5,3,6,3,1,2,3,4,6,4,3,0,4,1,2,2,0,2,1,0,2
128,ketch,0,6,3,0,0,0,4,1,1,1,1,1,1,4,1,0,1,1,0,1,1,5,2,4,1,2,4,5,6,3,2,4,4,6,2,0,3,1,1,2,0,7,4,1,3,5,4,4,4,4,5,3,1,2,5,2,6,2,2,3,1,3,3,5,4,2,6,5,4,3,4,5,5,4,4,1,5,2,5,5
129,cougar_body,3,4,4,4,6,3,2,4,6,7,3,2,3,4,6,2,1,6,5,6,3,2,5,5,7,4,3,4,7,5,4,3,6,6,5,3,3,5,6,6,1,5,5,5,6,2,5,6,5,5,2,3,5,7,5,1,5,6,6,6,1,4,5,6,6,0,5,5,6,5,2,4,5,0,6,0,4,3,5,6
130,Leopards,2,2,0,0,0,0,3,0,0,0,0,2,0,1,1,1,3,3,2,5,2,0,1,1,0,0,1,0,0,0,2,3,5,3,6,4,1,1,5,7,2,0,2,0,3,3,2,5,3,7,5,1,3,4,7,5,3,3,4,6,3,4,5,4,6,3,4,2,4,7,4,3,3,6,7,3,4,4,5,6
131,pyramid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,2,5,2,2,2,2,5,0,1,0,0,0,0,5,3,5,4,2,5,4,2,5,1,3,2,4,6,0,6,4,4,5,1,3,4,3,7,1,4,3,6,7,2,4,4,5,7,2,3,6,5,6
132,llama,3,1,6,6,6,4,2,6,5,5,3,3,7,4,5,6,2,5,7,3,3,4,5,4,6,2,6,6,4,3,5,5,4,2,3,7,3,2,4,3,3,5,2,6,4,4,3,4,6,4,4,5,5,3,2,5,4,4,4,4,0,3,5,6,7,4,2,4,5,6,5,4,4,1,4,2,5,3,3,4
133,airplanes,3,6,1,5,4,1,7,5,3,2,1,7,4,6,3,3,4,5,5,2,3,6,2,5,3,0,7,1,2,2,0,6,3,2,4,2,7,1,2,1,2,6,3,2,1,0,7,3,2,1,0,7,2,2,3,1,6,2,2,2,1,7,1,0,1,0,7,2,2,2,0,7,1,1,1,1,6,1,0,1
134,Faces,3,1,7,3,7,0,3,5,2,5,2,5,1,6,3,4,3,5,5,6,6,2,5,4,5,2,1,2,1,0,0,3,3,7,1,5,2,4,5,5,4,3,5,7,3,4,0,1,3,1,3,1,2,5,1,5,3,4,2,6,2,6,6,5,4,4,2,1,2,1,1,0,1,0,0,3,4,3,6,3
135,pyramid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,0,5,1,3,1,0,5,0,3,1,1,2,5,1,5,4,1,1,7,7,0,6,3,3,3,1,5,5,5,5,2,4,3,4,5,1,5,5,6,6
136,cougar_face,3,2,5,5,5,4,3,6,6,5,4,2,6,6,4,1,0,1,2,1,4,2,5,5,5,4,2,6,6,5,4,2,6,6,5,2,3,2,6,3,2,3,6,4,5,2,3,6,6,6,1,4,4,7,6,2,2,4,6,5,1,4,4,6,4,3,2,4,6,6,4,2,5,6,6,0,0,1,0,0
137,airplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,2,1,0,2,0,0,1,0,4,0,0,1,0,2,2,3,2,0,2,1,2,1,2,7,2,5,2,0,7,4,3,4,0,2,2,1,2,1,5,3,4,2,1,2,1,5,1,1,1,0,1,1,0,3,0,2,0
138,flamingo,4,1,4,3,3,3,2,4,4,3,1,3,7,6,6,3,2,6,7,6,6,3,4,3,5,4,2,6,6,5,2,4,4,6,6,2,5,5,6,5,4,1,4,7,6,6,2,6,7,3,4,4,5,6,5,1,4,4,4,3,3,2,3,6,5,6,1,6,5,5,2,4,4,6,6,3,5,5,5,3
139,flamingo_head,0,7,2,4,0,1,6,5,6,1,3,4,7,5,2,0,6,6,7,0,2,2,3,4,0,5,1,6,6,3,6,0,6,3,2,0,1,0,6,0,6,1,4,3,2,6,1,5,6,2,6,1,5,2,4,1,5,7,5,4,6,1,5,7,4,5,1,6,4,4,5,3,6,3,4,1,3,7,5,4
140,brain,0,0,0,0,0,2,1,5,2,4,2,2,6,4,4,0,0,0,3,0,1,0,4,1,5,5,1,5,7,5,5,2,4,7,4,3,0,3,6,5,1,1,1,6,6,3,4,2,7,6,2,3,5,6,7,1,3,6,4,5,0,1,0,0,0,0,3,1,5,2,2,3,2,4,3,0,2,3,1,1
141,Leopards,5,2,0,4,4,1,2,1,4,4,2,3,1,1,4,4,2,1,2,3,5,2,2,5,6,3,3,4,5,5,3,2,3,6,6,4,1,6,5,5,5,2,2,7,6,4,2,6,4,7,2,3,6,5,7,4,3,5,4,6,5,4,2,6,5,1,5,5,5,7,1,4,5,3,7,4,4,4,5,6
142,dolphin,0,2,6,2,3,0,5,2,5,3,1,4,1,5,4,0,4,2,4,1,0,4,3,2,4,1,6,4,3,1,1,5,5,6,2,0,3,2,4,1,1,6,4,5,3,1,6,2,5,2,1,5,6,6,2,0,4,1,5,2,0,3,0,2,2,1,4,2,6,3,0,6,4,3,2,2,3,4,5,1
143,Leopards,1,6,3,5,5,2,5,3,2,6,1,6,3,5,5,3,4,7,3,5,3,3,4,6,7,2,3,5,4,7,1,4,5,5,6,3,5,4,2,6,2,3,5,6,6,3,3,4,5,7,3,3,5,6,6,3,4,4,5,6,2,5,5,4,4,0,5,3,1,5,0,4,3,1,2,2,5,4,1,4
144,BACKGROUND_Google,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,2,2,3,0,1,1,1,3,1,4,3,4,4,1,4,6,4,1,0,3,1,1,2,0,3,1,0,1,1,3,4,1,2,2,4,0,3,3,0,0,2,1,1,0,0,2,0,1,2,2,3,3,2,2,1,2,1,1,0,0,0,0
145,okapi,5,1,3,2,5,2,1,0,1,1,5,2,3,2,4,5,1,2,2,4,5,0,5,4,7,1,4,2,3,3,3,2,4,0,4,2,3,5,5,5,3,2,6,5,7,3,5,4,6,4,4,2,5,5,6,2,3,5,6,6,5,2,3,4,7,5,3,4,4,5,3,2,7,4,7,3,4,2,3,7
146,grand_piano,0,0,0,0,0,0,0,5,0,2,0,2,4,1,5,1,2,1,2,1,1,1,1,1,1,1,4,3,1,3,1,5,3,2,1,0,4,4,1,2,3,4,1,2,2,1,3,3,4,4,1,2,1,1,3,3,2,3,1,1,1,0,1,1,1,4,1,2,2,2,4,0,5,1,1,0,0,0,0,0
147,Faces,0,0,0,0,0,2,4,7,4,3,5,3,2,7,2,6,0,3,0,1,0,0,0,0,0,6,2,5,6,3,7,3,4,6,2,6,0,0,0,0,0,0,0,0,0,6,2,5,6,2,6,2,6,4,2,5,0,1,1,0,0,0,0,0,0,5,1,4,6,3,5,2,6,6,3,3,0,1,2,1
148,chandelier,3,0,5,1,2,3,1,7,3,5,4,2,5,5,5,2,2,5,6,5,3,1,5,2,2,5,1,5,6,5,6,1,6,4,5,4,0,7,3,4,4,4,2,7,5,5,1,5,6,5,5,2,5,5,6,5,2,7,4,3,4,3,5,6,3,3,4,5,6,5,1,4,4,5,5,0,6,4,4,4
149,starfish,0,0,0,0,0,0,0,0,1,0,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,6,6,2,1,5,2,2,0,1,1,1,2,2,2,3,4,5,1,1,1,3,1,0,0,1,1,1,0,1,3,2,2,0,1,3,4,4,0,0,0,0,0,0,0,0,0,0
150,airplanes,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,4,3,0,7,3,5,3,0,7,0,4,2,0,7,1,1,2,1,5,1,0,1,0,7,0,2,1,1,7,1,4,3,0,7,0,2,2,1,6,0,1,0,0,7,0,1,0,0,6,1,4,2,0,6,1,1,1
151,menorah,5,0,1,2,0,6,0,1,0,1,5,0,2,1,1,5,0,1,1,1,7,0,3,4,3,7,1,5,3,4,7,1,5,4,5,7,0,3,3,2,1,1,4,1,4,6,2,3,5,5,4,2,4,3,5,0,2,1,1,1,4,5,2,2,1,5,3,2,3,2,6,1,3,5,3,5,3,5,2,2
152,wrench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,2,5,4,1,2,1,1,3,0,1,1,0,1,1,1,1,1,3,0,1,0,2,2,0,4,1,3,2,2,3,1,5,5,4,1,2,1,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,BACKGROUND_Google,5,0,0,0,0,2,1,2,2,2,2,1,2,3,4,0,0,0,0,3,6,0,0,0,1,4,2,2,3,5,3,2,5,4,4,1,0,1,0,3,5,2,4,3,4,4,1,3,4,7,4,1,5,2,6,2,1,3,4,4,5,0,3,4,4,5,2,4,6,3,2,6,2,3,3,1,2,3,4,4
154,metronome,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,3,3,2,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,5,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
155,crab,1,2,2,3,7,1,3,4,4,6,2,2,5,5,7,1,2,3,4,7,1,3,5,5,5,3,3,7,4,6,2,4,3,5,7,5,2,4,5,6,1,2,2,5,6,2,5,4,6,4,1,5,5,6,4,1,4,5,1,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
156,Faces,1,4,2,0,1,2,4,4,2,5,1,3,3,4,4,3,2,3,3,0,3,4,2,2,2,2,3,7,6,3,3,3,5,7,3,6,1,3,0,2,2,3,2,5,2,6,4,3,5,3,6,2,5,6,1,4,4,3,4,3,0,1,2,1,3,3,4,2,6,3,1,4,7,2,3,3,1,5,6,3
157,Faces,4,6,5,2,3,4,4,4,2,4,5,3,4,6,4,5,3,3,5,2,7,0,4,2,3,2,4,7,3,2,3,3,2,7,2,7,0,2,2,4,5,4,4,5,3,4,2,6,7,3,4,3,7,5,3,6,3,5,4,3,6,0,6,0,5,5,2,4,7,3,3,1,7,0,4,5,2,6,3,4
158,airplanes,2,1,0,1,0,0,2,3,1,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,1,1,0,3,3,1,4,1,2,3,1,3,0,1,1,2,2,0,1,1,1,5,2,1,3,1,6,1,3,4,2,2,3,0,1,1,1,0,0,0,0,3,1,0,0,0,2,1,1,1,1,0,1,0,1
159,butterfly,0,0,3,1,1,1,1,2,1,1,1,0,4,0,2,0,0,0,3,0,1,0,0,2,0,3,3,6,6,5,3,3,6,5,4,4,1,6,5,5,3,1,2,4,6,2,3,6,5,6,4,2,5,5,6,1,1,4,4,3,1,0,0,5,3,4,3,5,5,6,3,4,5,5,5,1,2,5,3,4
160,airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,3,1,3,2,0,5,1,1,1,1,1,3,1,2,2,0,1,0,1,2,6,1,6,4,0,7,1,2,2,1,4,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
